frame_id,frame_name,nm_per_pixel,cx_nm,cy_nm
65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,350.109707,171.160531
66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,338.337135,236.670091
66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,296.778028,154.642507
66,11dd74426e8374ac110c4036c77c09ab_000000000072,0.390658,349.393676,171.086484
67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,331.686565,232.709260
67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,290.615505,150.330103
67,11dd74426e8374ac110c4036c77c09ab_000000000073,0.383342,345.278204,166.034321
68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,330.058018,232.287032
68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,291.332025,152.148811
68,11dd74426e8374ac110c4036c77c09ab_000000000074,0.383342,341.776796,168.452831
69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,330.256193,232.002357
69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,288.520018,150.630829
69,11dd74426e8374ac110c4036c77c09ab_000000000075,0.383342,344.618307,168.923948
70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,341.457319,236.811223
70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,297.862089,154.115486
70,11dd74426e8374ac110c4036c77c09ab_000000000076,0.390658,352.695240,169.522053
71,11dd74426e8374ac110c4036c77c09ab_000000000077,0.390658,339.706583,236.883852
71,11dd74426e8374ac110c4036c77c09ab_000000000077,0.390658,298.480766,153.659139
71,11dd74426e8374ac110c4036c77c09ab_000000000077,0.390658,353.352066,171.536620
72,11dd74426e8374ac110c4036c77c09ab_000000000078,0.390658,340.759671,236.539427
72,11dd74426e8374ac110c4036c77c09ab_000000000078,0.390658,297.822580,154.967249
72,11dd74426e8374ac110c4036c77c09ab_000000000078,0.390658,353.698947,171.028639
73,11dd74426e8374ac110c4036c77c09ab_000000000079,0.390658,342.007707,236.616514
73,11dd74426e8374ac110c4036c77c09ab_000000000079,0.390658,300.372299,154.951237
73,11dd74426e8374ac110c4036c77c09ab_000000000079,0.390658,354.771444,169.466401
74,11dd74426e8374ac110c4036c77c09ab_000000000080,0.383342,336.113711,232.581300
74,11dd74426e8374ac110c4036c77c09ab_000000000080,0.383342,293.880811,151.529976
74,11dd74426e8374ac110c4036c77c09ab_000000000080,0.383342,349.594143,165.066725
75,11dd74426e8374ac110c4036c77c09ab_000000000081,0.383342,334.854163,232.316208
75,11dd74426e8374ac110c4036c77c09ab_000000000081,0.383342,290.913634,151.383228
75,11dd74426e8374ac110c4036c77c09ab_000000000081,0.383342,345.670694,167.559089
76,11dd74426e8374ac110c4036c77c09ab_000000000082,0.383342,336.999884,233.047070
76,11dd74426e8374ac110c4036c77c09ab_000000000082,0.383342,293.227909,151.495114
76,11dd74426e8374ac110c4036c77c09ab_000000000082,0.383342,346.137307,166.605356
77,11dd74426e8374ac110c4036c77c09ab_000000000083,0.383342,334.468388,232.468080
77,11dd74426e8374ac110c4036c77c09ab_000000000083,0.383342,292.432026,150.667118
77,11dd74426e8374ac110c4036c77c09ab_000000000083,0.383342,346.047087,167.510002
78,11dd74426e8374ac110c4036c77c09ab_000000000084,0.383342,335.986967,232.870865
78,11dd74426e8374ac110c4036c77c09ab_000000000084,0.383342,294.957625,151.169973
78,11dd74426e8374ac110c4036c77c09ab_000000000084,0.383342,346.176240,166.847261
79,11dd74426e8374ac110c4036c77c09ab_000000000085,0.383342,335.805030,233.019485
79,11dd74426e8374ac110c4036c77c09ab_000000000085,0.383342,293.711765,151.305011
79,11dd74426e8374ac110c4036c77c09ab_000000000085,0.383342,346.657827,168.655803
80,11dd74426e8374ac110c4036c77c09ab_000000000086,0.383342,336.400585,234.025990
80,11dd74426e8374ac110c4036c77c09ab_000000000086,0.383342,293.772364,151.884913
80,11dd74426e8374ac110c4036c77c09ab_000000000086,0.383342,347.753242,168.868859
81,11dd74426e8374ac110c4036c77c09ab_000000000087,0.383342,337.360039,234.317778
81,11dd74426e8374ac110c4036c77c09ab_000000000087,0.383342,295.597963,152.168687
81,11dd74426e8374ac110c4036c77c09ab_000000000087,0.383342,347.131295,167.937798
82,11dd74426e8374ac110c4036c77c09ab_000000000088,0.383342,337.332968,234.465860
82,11dd74426e8374ac110c4036c77c09ab_000000000088,0.383342,294.676343,152.457223
82,11dd74426e8374ac110c4036c77c09ab_000000000088,0.383342,345.122098,167.299941
83,11dd74426e8374ac110c4036c77c09ab_000000000089,0.383342,337.708238,233.313495
83,11dd74426e8374ac110c4036c77c09ab_000000000089,0.383342,294.704209,151.176232
83,11dd74426e8374ac110c4036c77c09ab_000000000089,0.383342,347.339344,167.300104
84,11dd74426e8374ac110c4036c77c09ab_000000000090,0.383342,336.769818,233.837244
84,11dd74426e8374ac110c4036c77c09ab_000000000090,0.383342,292.822199,150.806578
84,11dd74426e8374ac110c4036c77c09ab_000000000090,0.383342,346.655441,167.778767
85,11dd74426e8374ac110c4036c77c09ab_000000000091,0.383342,336.859126,233.067215
85,11dd74426e8374ac110c4036c77c09ab_000000000091,0.383342,294.597822,151.573319
85,11dd74426e8374ac110c4036c77c09ab_000000000091,0.383342,346.985740,166.973513
86,11dd74426e8374ac110c4036c77c09ab_000000000092,0.376288,330.589570,228.934873
86,11dd74426e8374ac110c4036c77c09ab_000000000092,0.376288,287.991956,148.651065
86,11dd74426e8374ac110c4036c77c09ab_000000000092,0.376288,343.641452,165.892255
87,11dd74426e8374ac110c4036c77c09ab_000000000093,0.376288,330.734399,229.041439
87,11dd74426e8374ac110c4036c77c09ab_000000000093,0.376288,288.903348,149.041420
87,11dd74426e8374ac110c4036c77c09ab_000000000093,0.376288,341.168959,166.050600
88,11dd74426e8374ac110c4036c77c09ab_000000000094,0.383342,338.285543,234.070048
88,11dd74426e8374ac110c4036c77c09ab_000000000094,0.383342,293.572949,151.927941
88,11dd74426e8374ac110c4036c77c09ab_000000000094,0.383342,348.970230,168.808611
89,11dd74426e8374ac110c4036c77c09ab_000000000095,0.383342,338.419399,233.798311
89,11dd74426e8374ac110c4036c77c09ab_000000000095,0.383342,292.448895,150.752799
89,11dd74426e8374ac110c4036c77c09ab_000000000095,0.383342,346.088290,168.940303
90,11dd74426e8374ac110c4036c77c09ab_000000000096,0.383342,338.432993,233.448170
90,11dd74426e8374ac110c4036c77c09ab_000000000096,0.383342,295.599531,149.854810
90,11dd74426e8374ac110c4036c77c09ab_000000000096,0.383342,349.940470,169.247451
91,11dd74426e8374ac110c4036c77c09ab_000000000097,0.383342,339.598624,234.597049
